3.701500 0.716540
3.701500 0.751813
3.701500 0.690663
3.701500 0.790816
3.701500 0.612324
3.701500 0.878674
3.701500 0.394601
3.701500 0.884255
3.701500 0.378840
3.701500 0.871038
3.701500 0.415792
3.701500 0.899128
3.701500 0.335716
3.701500 0.825474
3.701500 0.533263
3.701500 0.921280
3.701500 0.268446
3.701500 0.726911
3.701500 0.734791
3.701500 0.721324
3.701500 0.744060
3.701500 0.704894
3.701500 0.769980
3.701500 0.655576
3.701500 0.835784
3.701500 0.508027
3.701500 0.925137
3.701500 0.256362
3.701500 0.705656
3.701500 0.768823
3.701500 0.657884
3.701500 0.833106
3.701500 0.514657
3.701500 0.924580
3.701500 0.258113
3.701500 0.708803
3.701500 0.763995
3.701500 0.667405
3.701500 0.821642
3.701500 0.542441
3.701500 0.918708
3.701500 0.276442
3.701500 0.740380
3.701500 0.711492
3.701500 0.759811
3.701500 0.675517
3.701500 0.811345
3.701500 0.566566
3.701500 0.908973
3.701500 0.306265
3.701500 0.786446
3.701500 0.621663
3.701500 0.870586
3.701500 0.417033
3.701500 0.899895
3.701500 0.333445
3.701500 0.822693
3.701500 0.539935
3.701500 0.919472
3.701500 0.274072
3.701500 0.736437
3.701500 0.718452
3.701500 0.748734
3.701500 0.696368
3.701500 0.782643
3.701500 0.629672
3.701500 0.863135
3.701500 0.437270
3.701500 0.910809
3.701500 0.300694
3.701500 0.778340
3.701500 0.638608
3.701500 0.854261
3.701500 0.460833
3.701500 0.919697
3.701500 0.273373
3.701500 0.735267
3.701500 0.720495
3.701500 0.745415
3.701500 0.702440
3.701500 0.773681
3.701500 0.648128
3.701500 0.844157
3.701500 0.486955
3.701500 0.924745
3.701500 0.257593
3.701500 0.707871
3.701500 0.765432
3.701500 0.664589
3.701500 0.825103
3.701500 0.534157
3.701500 0.921057
3.701500 0.269141
3.701500 0.728101
3.701500 0.732786
3.701500 0.724792
3.701500 0.738332
3.701500 0.715122
3.701500 0.754079
3.701501 0.604780
3.701501 0.884737
3.701501 0.377470
3.701501 0.869803
3.701501 0.419180
3.701501 0.901198
3.701501 0.329583
3.701501 0.817877
3.701501 0.551354
3.701501 0.915613
3.701501 0.285998
3.701501 0.755859
3.701501 0.683061
3.701501 0.801333
3.701501 0.589273
3.701501 0.895875
3.701501 0.345286
3.701501 0.836775
3.701501 0.505561
3.701501 0.925261
3.701501 0.255971
3.701501 0.704950
3.701501 0.769895
3.701501 0.655746
3.701501 0.835589
3.701501 0.508512
3.701501 0.925107
3.701501 0.256455
3.701501 0.705824
3.701501 0.768567
3.701501 0.658393
3.701501 0.832511
3.701501 0.516124
3.701501 0.924413
3.701501 0.258638
3.701501 0.709741
3.701501 0.762541
3.701501 0.670239
3.701501 0.818101
3.701501 0.550827
3.701501 0.915813
3.701501 0.285385
3.701501 0.754886
3.701501 0.684901
3.701501 0.798827
3.701501 0.594841
3.701501 0.892081
3.701501 0.356352
3.701501 0.848996
3.701501 0.474539
3.701501 0.922976
3.701501 0.263145
3.701501 0.717721
3.701501 0.749915
3.701501 0.694188
3.701501 0.785796
3.701501 0.623040
3.701501 0.869339
3.701501 0.420449
3.701501 0.901951
3.701501 0.327344
3.701501 0.815034
3.701501 0.558015
3.701501 0.912917
3.701501 0.294268
3.701501 0.768707
3.701501 0.658114
3.701501 0.832838
3.701501 0.515319
3.701501 0.924507
3.701501 0.258343
3.701501 0.709215
3.701501 0.763357
3.701501 0.668650
3.701501 0.820094
3.701501 0.546118
3.701501 0.917502
3.701501 0.280173
3.701501 0.746504
3.701501 0.700456
3.701501 0.776639
3.701501 0.642104
3.701501 0.850629
3.701501 0.470309
3.701501 0.922112
3.701501 0.265847
3.701501 0.722430
3.701501 0.742243
3.701501 0.708164
3.701501 0.764980
3.701501 0.665476
3.701501 0.824019
3.701501 0.536760
3.701501 0.920373
3.701501 0.271269
3.701501 0.731721
3.701501 0.726624
3.701501 0.735272
3.701501 0.720486
3.701502 0.768226
3.701502 0.659071
3.701502 0.831714
3.701502 0.518083
3.701502 0.924165
3.701502 0.259416
3.701502 0.711131
3.701502 0.760377
3.701502 0.674428
3.701502 0.812756
3.701502 0.563307
3.701502 0.910540
3.701502 0.301511
3.701502 0.779545
3.701502 0.636121
3.701502 0.856791
3.701502 0.454175
3.701502 0.917603
3.701502 0.279863
3.701502 0.746000
3.701502 0.701375
3.701502 0.775273
3.701502 0.644894
3.701502 0.847666
3.701502 0.477970
3.701502 0.923579
3.701502 0.261255
3.701502 0.714393
3.701502 0.755238
3.701502 0.684236
3.701502 0.799736
3.701502 0.592826
3.701502 0.893481
3.701502 0.352283
3.701502 0.844607
3.701502 0.485807
3.701502 0.924630
3.701502 0.257956
3.701502 0.708522
3.701502 0.764429
3.701502 0.666557
3.701502 0.822692
3.701502 0.539938
3.701502 0.919471
3.701502 0.274074
3.701502 0.736441
3.701502 0.718446
3.701502 0.748745
3.701502 0.696348
3.701502 0.782673
3.701502 0.629611
3.701502 0.863194
3.701502 0.437112
3.701502 0.910736
3.701502 0.300916
3.701502 0.778669
3.701502 0.637930
3.701502 0.854956
3.701502 0.459010
3.701502 0.919156
3.701502 0.275051
3.701502 0.738072
